epoch,train_loss,val_loss,val_accuracy_datatypes,val_precision_datatypes,val_recall_datatypes,val_f1_datatypes,val_accuracy_constraints,val_precision_constraints,val_recall_constraints,val_f1_constraints
1,32.84599468410015,14.469698762307402,0.909016393442623,0.16986096063579642,0.15696460800475528,0.16214314303240238,0.9193989071038251,0.648282899962838,0.6067731268711065,0.6122248195440111
2,11.203952329136706,9.130922057100983,0.9128415300546449,0.16759603158669611,0.14637346214523736,0.15438804329849504,0.9311475409836065,0.7022990788434961,0.6471995970670842,0.6594748286757267
3,7.546993751437576,6.557646832016648,0.9136612021857924,0.17545577583831334,0.15196488766586197,0.16082939536208513,0.9327868852459016,0.6949823513031748,0.6457621499980134,0.6507126123997855
4,5.6189779896151135,5.619909855674525,0.912568306010929,0.17589301628049595,0.16699044133906857,0.17063204293843473,0.9398907103825137,0.7040375478271675,0.6681316778016089,0.671143280517003
5,4.540869318335145,4.0347933046153335,0.9144808743169399,0.18344274230478896,0.16390866950767993,0.17172960476807353,0.9371584699453552,0.7137466344061698,0.6625268524761463,0.6750939315463284
6,3.5957998372614384,3.3987171820929793,0.9174863387978142,0.23687450413755276,0.18681478933887083,0.2004581968376952,0.9415300546448088,0.723387856856895,0.6884254683697969,0.6953752261061099
7,2.8600423196123708,2.826480155841249,0.9229508196721311,0.38968686453756124,0.2537403776661365,0.2789865465403585,0.9489071038251367,0.7398223311208556,0.7183114027312356,0.7182676939363111
8,2.5186601494749388,2.400576137372705,0.9221311475409836,0.35470584711238917,0.2583645590347248,0.28610972772768667,0.9497267759562842,0.7403957122912636,0.7203011633404031,0.7209602315659465
9,1.9223193716395783,1.6636803946534142,0.9229508196721311,0.4021411232419906,0.24847242704182645,0.27848415651814973,0.9513661202185792,0.7485468478889532,0.7315793588291248,0.7326533077892265
10,1.528364243330779,1.3211193206857463,0.9240437158469945,0.4038125919369842,0.2567555258283721,0.2880436635815735,0.9532786885245902,0.7653731275361737,0.7381760392093206,0.7415980471845097
11,1.288922432175389,1.3759628881196506,0.926775956284153,0.37907155180366786,0.2830485738122771,0.3052177124447641,0.9532786885245902,0.7634694739982102,0.7328288093643628,0.7350393865391478
12,0.9853197887539864,0.8189743014632679,0.9292349726775956,0.39764580489127854,0.2867379386643243,0.31877096302379815,0.9524590163934427,0.764659200368874,0.7354297905870978,0.7382832196388261
13,0.7818721571454296,0.6677036246315378,0.9306010928961749,0.3918768824652163,0.2763993734785357,0.30958615330836203,0.9530054644808743,0.760185889889824,0.744199371215244,0.7439566726259572
14,0.675411491813483,0.6602585330361226,0.9319672131147541,0.4974039768975605,0.2982991204562611,0.3375457338902919,0.9521857923497268,0.7664882519696322,0.735228955949427,0.737491894186826
15,0.571634079405555,0.4516335203022253,0.9336065573770492,0.5044845802323515,0.30288146035655766,0.3440725309456427,0.9543715846994536,0.7745657504608077,0.7426815382940832,0.7467236058159856
16,0.4730972912852411,0.4208413401588065,0.9366120218579235,0.605154208580765,0.33188600368775406,0.38896135701442314,0.9562841530054644,0.7807662890104711,0.75191327257547,0.7594877537047583
17,0.41132051583241536,0.41018669062950575,0.9379781420765028,0.5135511105739708,0.3233599665696341,0.3597223655664478,0.9540983606557377,0.7717177149455506,0.7391229744355132,0.7436360835406239
18,0.4191055107999731,0.3164873838913245,0.9420765027322404,0.5624250926981035,0.3551675579182955,0.4034305751093639,0.9546448087431694,0.7728686531564692,0.7455850348258636,0.7470936141146591
19,0.35992854582490746,0.33316885032614724,0.9407103825136612,0.609324709440105,0.3679950822439228,0.42293156920721553,0.9543715846994536,0.7772646324866164,0.746410127921382,0.755515006695494
20,0.3574183542005442,0.2872975320845354,0.9423497267759563,0.5695237184046571,0.3838241946724832,0.4299457155863918,0.9568306010928962,0.7771454651018991,0.7556029326292628,0.760019412054586
21,0.4152620532722385,0.3335295599259314,0.9431693989071038,0.5268824006294435,0.39810393738830857,0.4405024740948747,0.9554644808743169,0.7676426203540936,0.7549527221975232,0.7580151294204946
22,0.31563460272219446,0.2937778213717898,0.9439890710382514,0.5431517234977051,0.3975991766473173,0.4419668152889394,0.9576502732240437,0.7807155321664351,0.7523659121790529,0.7595608277504053
23,0.29401899632066486,0.29818006098026134,0.9439890710382514,0.571271443667023,0.39913928293488465,0.44301563703607416,0.9571038251366121,0.7783810022852187,0.7529109181447955,0.758464478115092
24,0.28600666411221026,0.27898004736568105,0.9442622950819672,0.5691814354372552,0.40073417926662314,0.4427944653040256,0.9568306010928962,0.7788026867067055,0.7628001862133839,0.7656289534040057
25,0.29352182468606364,0.2730081754385448,0.9426229508196722,0.5621710523880464,0.40032282977492445,0.43947011396286,0.9576502732240437,0.7922028246326503,0.7699374753898234,0.7734656703673648
26,2.425875829394769,0.3411356200326662,0.9314207650273224,0.5929018503183969,0.3065260293796621,0.3654078699023053,0.9540983606557377,0.7728919928649572,0.7400474814824368,0.7530541652445373
27,0.3081866089530565,0.285526769205195,0.9426229508196722,0.5220837236060389,0.38610238028370886,0.431947323872755,0.9554644808743169,0.7776414920422239,0.7553573779034941,0.7581080651233674
28,0.29586206629734346,0.27411391402854296,0.9456284153005464,0.5431797447988086,0.4041642812823522,0.4500934321660273,0.9551912568306011,0.7744838082119864,0.7520661233155286,0.7549749914052668
