epoch,train_loss,val_loss,val_accuracy_datatypes,val_precision_datatypes,val_recall_datatypes,val_f1_datatypes,val_accuracy_constraints,val_precision_constraints,val_recall_constraints,val_f1_constraints
1,5.638954260740356,1.156122723761389,0.9231450719822812,0.3376572812194171,0.21762664653401712,0.24173544753554232,0.946483942414175,0.7284591521763845,0.7012534652045654,0.713931953667345
2,0.662538430174335,0.4266332278764525,0.9332225913621263,0.5285279940100314,0.31133533568761995,0.36012394071882264,0.950968992248062,0.7358904003561155,0.7144034485751416,0.7225268660457425
3,0.3572213657201714,0.26761852044525536,0.9482558139534883,0.7150961025823309,0.47506545904520164,0.5451898030338355,0.9577242524916944,0.7772210272971549,0.7291345433828684,0.7451705808854795
4,0.3680702510323767,0.2268464312768012,0.950968992248062,0.689419780977767,0.5642553361016808,0.5966934782514287,0.9638150609080841,0.7965139341390322,0.7587664605061545,0.7723348944084591
5,0.2687699218041455,0.1894185652838791,0.9601882613510521,0.7450949800714035,0.6243828463592694,0.6660387423095577,0.96843853820598,0.8174101035330614,0.7842029375441346,0.7982392674333494
6,0.2204888692292004,0.1705843297767753,0.9686600221483942,0.7836373493890038,0.6736018511183219,0.7132520010951194,0.9713455149501661,0.8439065156995967,0.8034999109451634,0.8191401458912698
7,0.17300874283418463,0.15578306350467164,0.9753322259136212,0.8853197861494807,0.8163584714231557,0.8417900942543303,0.9756367663344407,0.8671479367678471,0.8383859969324253,0.8463937772401013
8,0.1454162856295841,0.12325889812132647,0.9820044296788483,0.9033885756017459,0.8757732602559201,0.883734820889702,0.9819767441860465,0.8789217923782217,0.8715123250260848,0.870208094832247
9,0.16800373119484088,0.09826101417161301,0.9870431893687708,0.918803500984533,0.9184216840863485,0.9160842296683384,0.9846899224806202,0.8990237971556931,0.8932487004572195,0.8917178567093974
10,0.10257984340863423,0.08390350194270428,0.9913067552602436,0.9375326490977525,0.939482567143989,0.9373685384191746,0.9902547065337763,0.934583618290447,0.9322526145010819,0.9330953704206486
11,0.08634876818483964,0.06768394457764206,0.9935769656699889,0.9531411531452335,0.9433827880012086,0.947068182573284,0.9947120708748616,0.968078721018375,0.9595542108683772,0.9636012399292992
12,0.07303613969109357,0.08610339046291933,0.9964285714285714,0.9800151823708443,0.9714604424864638,0.9755883279459036,0.9961240310077519,0.9747671945885308,0.9698846505974583,0.9722829070000533
13,0.0661298456516311,0.040610267660051484,0.9966500553709856,0.9843971593397217,0.9746327416015128,0.9793841748565161,0.9959302325581395,0.9722621929944043,0.968417841386702,0.9702953018140166
