epoch,train_loss,val_loss,val_accuracy_datatypes,val_precision_datatypes,val_recall_datatypes,val_f1_datatypes,val_accuracy_constraints,val_precision_constraints,val_recall_constraints,val_f1_constraints
1,0.5450581149744012,0.2932934769605859,0.07081038552321008,0.40168444159473166,0.07081038552321008,0.0730723413921308,0.14712824547600314,0.3570870584150681,0.14712824547600312,0.20839348580401693
2,0.28803099675161176,0.2752626700653606,0.35247836349331235,0.38034209193593604,0.35247836349331235,0.3570282333769516,0.05271439811172305,0.5440261623337669,0.05271439811172305,0.09462582241438054
3,0.2709845446876707,0.32179564714760034,0.3878835562549174,0.4195851964374574,0.3878835562549174,0.37204395407107677,0.058221872541306056,0.5053942254965071,0.058221872541306056,0.1015290082348525
4,0.2629033110678243,0.2590483383786294,0.4067663257277734,0.414060086586642,0.4067663257277734,0.3823097610078454,0.07789142407553108,0.4200829652777905,0.07789142407553108,0.1116922069938704
5,0.2586756411450384,0.26120139823759003,0.4225019669551534,0.5167669374127808,0.4225019669551534,0.39425814521224584,0.08575924468922108,0.2595575349171513,0.08575924468922108,0.11685074649660872
6,0.2553858487543677,0.2556482233769494,0.4177812745869394,0.5151765650517055,0.4177812745869394,0.3903124961408751,0.08575924468922108,0.38024530127824785,0.08575924468922108,0.12441235616683076
7,0.25387686128448916,0.2523713194765883,0.42722265932336745,0.515099904365703,0.42722265932336745,0.39985787566592124,0.08575924468922108,0.45682806319155034,0.08575924468922108,0.1270347331524679
8,0.25150963912896057,0.2517542558847498,0.4217151848937844,0.5217730174985972,0.4217151848937844,0.4051762581178427,0.10149488591660111,0.423519388904312,0.10149488591660111,0.13858612543396578
9,0.2503626245468925,0.2520126172353863,0.44059795436664045,0.5156328754423354,0.44059795436664045,0.42226719575573485,0.0904799370574351,0.46902380911972164,0.0904799370574351,0.13461565100343745
10,0.2493433595072979,0.2510195396412648,0.4783634933123525,0.5136162927873644,0.4783634933123525,0.46326009178198885,0.07710464201416208,0.4247592916689524,0.07710464201416208,0.11084408067172201
11,0.2481959783578369,0.2496513676727784,0.4956726986624705,0.5198892929001236,0.4956726986624705,0.48389485460726345,0.08182533438237609,0.48812846808866617,0.08182533438237609,0.11466588314426415
12,0.2476644706740143,0.2508033329604837,0.4775767112509835,0.5087702877021947,0.4775767112509835,0.4666701771819008,0.0959874114870181,0.41342785195262893,0.0959874114870181,0.13251814506731893
13,0.2466666050179093,0.2500910070423626,0.46420141620771044,0.47897220931563445,0.46420141620771044,0.4433181542373535,0.11329661683713611,0.6743140315559533,0.11329661683713611,0.17786166303196257
14,0.24575138670618754,0.2499373431143847,0.4209284028324154,0.5162172093419641,0.4209284028324154,0.40348375144021126,0.12116443745082613,0.497878432643618,0.12116443745082613,0.17693323404022793
15,0.2453694937971987,0.24935636369850014,0.4948859166011015,0.5171576060363543,0.4948859166011015,0.4895140943153104,0.1038552321007081,0.34507909225529476,0.1038552321007081,0.14423097337626384
16,0.24477730391885613,0.2492308157996621,0.5137686860739575,0.5067597550178959,0.5137686860739575,0.48189570568995455,0.08811959087332809,0.4383915709523755,0.08811959087332809,0.12966509822112499
17,0.24412069287675744,0.2497191159486958,0.5043273013375295,0.5141015342581462,0.5043273013375295,0.49241000070635405,0.10857592446892211,0.4989701195486651,0.10857592446892211,0.12448269190327961
18,0.2440222818448401,0.24981474623166136,0.5106215578284815,0.5142594594561904,0.5106215578284815,0.49572419077951174,0.08811959087332809,0.34356548081446636,0.08811959087332809,0.12030919154692399
19,0.24333363308635028,0.2516501453990171,0.4901652242328875,0.5121960989871969,0.4901652242328875,0.4791679382416475,0.11172305271439811,0.40359632058298195,0.11172305271439811,0.13790915782506183
20,0.24309280423856364,0.2496264973181988,0.5106215578284815,0.5086497996469503,0.5106215578284815,0.49878098990686975,0.11487018095987411,0.4811997191767058,0.11487018095987411,0.13046718925373324
